#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1403636586913555456,6.684488772951287239e-02,2.466962378554799634e-02,-9.059567201688051297e-02,4.219450647945989230e-01,-8.633171801410693957e-02,-9.024418501601989551e-01,-1.038767729818946758e-02
1403636586963555584,6.444727697098036334e-02,2.596927201374403527e-02,-9.100334866829370983e-02,4.239708097931929598e-01,-8.413041871334878130e-02,-9.017115034826146402e-01,-9.337535946040411913e-03
1403636587013555456,6.155557814889718593e-02,2.727278248820821233e-02,-9.096525546717089405e-02,4.250589170021206731e-01,-8.037571689637723615e-02,-9.015450554733681621e-01,-9.009670465638129622e-03
1403636587063555584,5.877820697387763083e-02,2.833355851215577786e-02,-9.093827217459768408e-02,4.240054608550691828e-01,-7.862675830483253914e-02,-9.021999665031763538e-01,-8.510140141123737068e-03
1403636587113555456,5.597172688760799347e-02,3.014445915916810076e-02,-9.083473997124433263e-02,4.220115593818110078e-01,-7.640308800995417038e-02,-9.033256229588513264e-01,-8.463497898543463974e-03
1403636587163555584,5.340515402137843703e-02,3.313242703890235258e-02,-9.118558489232758690e-02,4.198047394323642378e-01,-7.494654076488481420e-02,-9.044714023979304462e-01,-8.858838627241351696e-03
1403636587213555456,5.083850191369343463e-02,3.744254537056810467e-02,-9.159875499647325559e-02,4.187378247457934632e-01,-7.420692199554146384e-02,-9.050319420624765021e-01,-8.315690093489919513e-03
1403636587263555584,4.854685701913397100e-02,4.338869956970435593e-02,-9.187369694744855486e-02,4.178573640910327458e-01,-7.492463362921476799e-02,-9.053802365634902038e-01,-8.255288647938318833e-03
1403636587313555456,4.605835716314937711e-02,5.122295155988459275e-02,-9.239525011055264858e-02,4.170894386437503099e-01,-7.604163728251688015e-02,-9.056409129203345509e-01,-8.282899012926513843e-03
1403636587363555584,4.346149787873873627e-02,6.111628687328488768e-02,-9.292853810268530967e-02,4.163887923971485439e-01,-7.753497620170761440e-02,-9.058327708985154381e-01,-8.700126307274048953e-03
1403636587413555456,4.117993383635233651e-02,7.241098650875917031e-02,-9.340163912206926600e-02,4.154763400317655897e-01,-7.912200572015917754e-02,-9.061132440758309370e-01,-8.826550572096660691e-03
1403636587463555584,3.965655736638948325e-02,8.532492507263739201e-02,-9.389658152723706630e-02,4.144370804112813000e-01,-8.126889772489287456e-02,-9.064031641114053128e-01,-8.400995868759586482e-03
1403636587513555456,3.855136829281169408e-02,9.972521395054516347e-02,-9.434328433572070072e-02,4.133841756225546393e-01,-8.342005271248215115e-02,-9.066946963462504394e-01,-7.703620440319905102e-03
1403636587563555584,3.800282163509061117e-02,1.156837228000275886e-01,-9.467892599634721018e-02,4.129478379554253897e-01,-8.539361711482360007e-02,-9.067122217304874887e-01,-7.413517960456615825e-03
1403636587613555456,3.728246132067434410e-02,1.331672208357625453e-01,-9.457908100800127560e-02,4.133366086506878867e-01,-8.800373306019654285e-02,-9.062817265679622425e-01,-7.850032204465543298e-03
1403636587663555584,3.663753405429765603e-02,1.513742117265329812e-01,-9.412207909959388608e-02,4.155066163814171709e-01,-9.071285136413641259e-02,-9.050136707845566342e-01,-8.699772049664808438e-03
1403636587713555456,3.595894527310403155e-02,1.702470892298467153e-01,-9.322602742257293795e-02,4.183792034835256968e-01,-9.412810841055423150e-02,-9.033274245755800180e-01,-9.914903387907205573e-03
1403636587763555584,3.525752304650789370e-02,1.891059926062642060e-01,-9.218503981381033496e-02,4.213850139876462175e-01,-9.829425508236580566e-02,-9.014713630749001672e-01,-1.105852432811485833e-02
1403636587813555456,3.495889130093605274e-02,2.081643118513035184e-01,-9.161362345949888852e-02,4.235174651083198905e-01,-1.019788237127570579e-01,-9.000356947313018496e-01,-1.300094119394782852e-02
1403636587863555584,3.515111326038022899e-02,2.267045955870325702e-01,-9.191023238650178340e-02,4.239772178398541480e-01,-1.057229529790868899e-01,-8.993662612948694068e-01,-1.436328690263791522e-02
1403636587913555456,3.568364482474586930e-02,2.446114322756199333e-01,-9.330753242905029388e-02,4.225279898620947217e-01,-1.087667298571270702e-01,-8.996570247628183914e-01,-1.603540003237166611e-02
1403636587963555584,3.656416931949536819e-02,2.617715390034082712e-01,-9.498312279433175631e-02,4.188592506857076736e-01,-1.121239335300762141e-01,-9.008990678384485307e-01,-1.913168086095179063e-02
1403636588013555456,3.796554430963492571e-02,2.781783008992054773e-01,-9.696222700429456276e-02,4.137101733155003069e-01,-1.150929776630142676e-01,-9.028045371177652045e-01,-2.326943805718651587e-02
1403636588063555584,3.928417387299425190e-02,2.928719973241573071e-01,-9.933024151162507531e-02,4.092400085599350312e-01,-1.189301781966016075e-01,-9.042894931668884473e-01,-2.527331905312312985e-02
1403636588113555456,4.028336300404666143e-02,3.054006286237317402e-01,-1.019430463698946382e-01,4.060745199116234661e-01,-1.205327519992257235e-01,-9.055096462448724015e-01,-2.505235580785934030e-02
1403636588163555584,4.086691154942560800e-02,3.164902432063655402e-01,-1.050537409561103502e-01,4.043070062357157490e-01,-1.207130032066469766e-01,-9.062660138493978668e-01,-2.541904221381654713e-02
1403636588213555456,4.133777482033045014e-02,3.256041609323281905e-01,-1.074080589319288820e-01,4.040887232011917130e-01,-1.202936705742479045e-01,-9.064319619942573514e-01,-2.495665996575766044e-02
1403636588263555584,4.164512261101040863e-02,3.326513229651210657e-01,-1.093430903009550842e-01,4.050787516896330875e-01,-1.201092708758732114e-01,-9.060321213382951377e-01,-2.430561833123713947e-02
1403636588313555456,4.210114068153981981e-02,3.369782405809242931e-01,-1.110632186426242091e-01,4.066937376685615391e-01,-1.201910995062687865e-01,-9.053417510475980645e-01,-2.259683939666390362e-02
1403636588363555584,4.226511591133342433e-02,3.394232558042927783e-01,-1.122311812609259885e-01,4.084617580317705943e-01,-1.195494897544064627e-01,-9.046657703558161900e-01,-2.113659555306856425e-02
1403636588413555456,4.275453273862979409e-02,3.397270681307537066e-01,-1.131699705038911180e-01,4.098500502557884673e-01,-1.202288661053516755e-01,-9.039737132262484209e-01,-1.998704220983466354e-02
1403636588463555584,4.321408426953696896e-02,3.379788247279039703e-01,-1.136648302062222005e-01,4.102389093481513260e-01,-1.208017086698303100e-01,-9.037278795382545082e-01,-1.966988013636363289e-02
1403636588513555456,4.404518505351366631e-02,3.348683621945072186e-01,-1.128828790514335434e-01,4.095373649604158173e-01,-1.208013711508164195e-01,-9.040012418002680850e-01,-2.163169556311768382e-02
1403636588563555584,4.459895337634018492e-02,3.292856844405498973e-01,-1.112620997313125415e-01,4.096072976581685565e-01,-1.207299207140212077e-01,-9.039447192836428391e-01,-2.302373620364218942e-02
1403636588613555456,4.530838961565870210e-02,3.212153391620085063e-01,-1.093112663217644803e-01,4.100545575380092900e-01,-1.207698384536831232e-01,-9.037438525278878032e-01,-2.273664399664645716e-02
1403636588663555584,4.594718704097592449e-02,3.116522154626635843e-01,-1.076171065507568608e-01,4.104677941392458895e-01,-1.198681423698094994e-01,-9.036899472191899374e-01,-2.218778299538438914e-02
1403636588713555456,4.712879499514982529e-02,2.994793054399886856e-01,-1.064848074258917948e-01,4.100919100727684619e-01,-1.192512914568689270e-01,-9.039912243810285242e-01,-2.009032157101012239e-02
1403636588763555584,4.825118957095053673e-02,2.859134882748397555e-01,-1.058131929774503432e-01,4.089376593793218051e-01,-1.168427613486797828e-01,-9.048535486629418756e-01,-1.891600734453351834e-02
1403636588813555456,4.904300229114285509e-02,2.709801245371534772e-01,-1.054805720864779583e-01,4.076798683365013831e-01,-1.151192990592715959e-01,-9.056699715466733913e-01,-1.750927114082378305e-02
1403636588863555584,4.937074356789483698e-02,2.544614922999701712e-01,-1.052882066305187853e-01,4.071640656966496463e-01,-1.137580083179153129e-01,-9.061085969133286788e-01,-1.561248694712791783e-02
1403636588913555456,4.947625984648752057e-02,2.361491730841188685e-01,-1.045454675734552169e-01,4.074850014428343381e-01,-1.120480475126708481e-01,-9.062109630917467573e-01,-1.352401641748835620e-02
1403636588963555584,4.972177876824603743e-02,2.167194950927714969e-01,-1.032008745793483867e-01,4.084522821435891404e-01,-1.096820903873256259e-01,-9.060864192412373397e-01,-1.199888022080008131e-02
1403636589013555456,5.004021212030065890e-02,1.962715157062722149e-01,-1.015680468252405655e-01,4.104031027545215204e-01,-1.071095110731791894e-01,-9.055343357698805162e-01,-1.021824979767504624e-02
1403636589063555584,5.048553588921858570e-02,1.748039852194544497e-01,-9.901249994908330188e-02,4.129163087502213392e-01,-1.042081796429486507e-01,-9.047479018600304013e-01,-8.485949768160380366e-03
1403636589113555456,5.065343126021202430e-02,1.529936304273370462e-01,-9.605505331761790555e-02,4.155483019050894566e-01,-1.008071986776007123e-01,-9.039381505416335116e-01,-7.303250916035574497e-03
1403636589163555584,5.058981323136652747e-02,1.305227050888989881e-01,-9.282782442279693957e-02,4.179038037605501410e-01,-9.851417130090771301e-02,-9.031121945183512301e-01,-6.303409205087841076e-03
1403636589213555456,5.014986677667003512e-02,1.074475746628887618e-01,-8.995337056097527095e-02,4.192533117688579947e-01,-9.662032697816799742e-02,-9.026994605876672573e-01,-4.985663467516397544e-03
1403636589263555584,5.000307509631855135e-02,8.377440357814722183e-02,-8.749127851447087434e-02,4.191215267836927993e-01,-9.451612658540901879e-02,-9.029886646668141559e-01,-3.913960275864337632e-03
1403636589313555456,4.967378119326407160e-02,5.986658373868737615e-02,-8.572090775613008806e-02,4.181009367604789917e-01,-9.139736385981930833e-02,-9.037869900367038190e-01,-2.684250338703064731e-03
1403636589363555584,4.926398739853648373e-02,3.569126159241663848e-02,-8.471366252151324439e-02,4.160942485794509871e-01,-8.882938102849118056e-02,-9.049713809955330923e-01,-1.310322187486863540e-03
1403636589413555456,4.863811204244576636e-02,1.173384382919526354e-02,-8.418293266531035046e-02,4.145689969893067151e-01,-8.572601391411253935e-02,-9.059707966513099731e-01,-7.161624595421408907e-04
1403636589463555584,4.806216585965356752e-02,-1.188675832971631402e-02,-8.376150323210736215e-02,4.143123868436786039e-01,-8.344513636499573117e-02,-9.063010268583141515e-01,-7.772004161097169133e-04
1403636589513555456,4.748146540915888086e-02,-3.568492963597079404e-02,-8.378997600637523580e-02,4.152017228429686901e-01,-8.221474036325177037e-02,-9.060067501335766771e-01,-1.858161153242976894e-04
1403636589563555584,4.735500298417266718e-02,-5.983297341014730264e-02,-8.376154345521973077e-02,4.164876494977007848e-01,-8.077816976496819679e-02,-9.055451795478477450e-01,9.235274541442350721e-04
1403636589613555456,4.698327855537694914e-02,-8.346319547181947629e-02,-8.398988094703951912e-02,4.177738723278606181e-01,-7.906676345750623947e-02,-9.051034417352588068e-01,1.094657721930615731e-03
1403636589663555584,4.666839948255307319e-02,-1.068613655976967530e-01,-8.415375407054613566e-02,4.189277449502670225e-01,-7.734128256582566141e-02,-9.047182149322168243e-01,1.679908277355532343e-03
1403636589713555456,4.640860459927759890e-02,-1.297520370969337811e-01,-8.454717218615755148e-02,4.195265704895110304e-01,-7.575732821935270145e-02,-9.045731470860136625e-01,2.388607393366570276e-03
1403636589763555584,4.601251715223295125e-02,-1.521662669524700140e-01,-8.562656543130266196e-02,4.192101981252426834e-01,-7.357469860228386949e-02,-9.048885970947369017e-01,5.118628849295829043e-03
1403636589813555456,4.558731725322429790e-02,-1.733306385998545918e-01,-8.732329932246769844e-02,4.175917550238743559e-01,-7.057587987058326628e-02,-9.058550403596843381e-01,7.925728454093755593e-03
1403636589863555584,4.536101830812581948e-02,-1.929079261514718147e-01,-8.941370558719606565e-02,4.147805167868322540e-01,-6.744476222658767062e-02,-9.073562358020881291e-01,1.062959516222716436e-02
1403636589913555456,4.494985983207317598e-02,-2.109633628503475578e-01,-9.196771762548261453e-02,4.121843163745553262e-01,-6.439596023899864241e-02,-9.087163138252448702e-01,1.385318113636666015e-02
1403636589963555584,4.457450095168147275e-02,-2.274513117289577724e-01,-9.432400857937535410e-02,4.108049370797803301e-01,-6.192051724528877671e-02,-9.094404763619976517e-01,1.797701781209900054e-02
1403636590013555456,4.414973168884542970e-02,-2.423032485807735670e-01,-9.625354273697922514e-02,4.115494989074734433e-01,-5.933847643891664025e-02,-9.091961466066043052e-01,2.164075226552335252e-02
1403636590063555584,4.405747242839341132e-02,-2.547977826787534150e-01,-9.646469986320162227e-02,4.141252706035363773e-01,-5.696758896979287057e-02,-9.081243831704857161e-01,2.377096434184638660e-02
1403636590113555456,4.384551898946748016e-02,-2.647294407125093674e-01,-9.632973240628643630e-02,4.174699321195013968e-01,-5.498443454990354501e-02,-9.066536682502048805e-01,2.597486442339553073e-02
1403636590163555584,4.375634894318911061e-02,-2.718426242661500791e-01,-9.563032522573548799e-02,4.206248660219882862e-01,-5.347785701478296322e-02,-9.052149471173174256e-01,2.829735691691069241e-02
1403636590213555456,4.415959115419617470e-02,-2.758099468686552314e-01,-9.457085492636604918e-02,4.226374356565635870e-01,-5.234852230282356633e-02,-9.043236067613296125e-01,2.891443322174783170e-02
1403636590263555584,4.514087774589381485e-02,-2.765352360908960860e-01,-9.340723477426768340e-02,4.232070854167995777e-01,-5.155662009703938092e-02,-9.041143049767496054e-01,2.854822785386420744e-02
1403636590313555456,4.652038926471101232e-02,-2.741182198019767036e-01,-9.227856553901450654e-02,4.224001680866449338e-01,-5.110720348343098657e-02,-9.045572254573048809e-01,2.724660759544098726e-02
1403636590363555584,4.832912857306215226e-02,-2.685825229936972258e-01,-9.128788089644208903e-02,4.213922065271912820e-01,-5.219282981443758296e-02,-9.050203890260022366e-01,2.534979765855792030e-02
1403636590413555456,5.061349473325648524e-02,-2.598743007136565253e-01,-9.000943916684753243e-02,4.206817148148213059e-01,-5.317440857440308005e-02,-9.053577592176270672e-01,2.295005267229658155e-02
1403636590463555584,5.314333270053610975e-02,-2.482681448643403455e-01,-8.864423240194191367e-02,4.208435438661307648e-01,-5.514564932412306664e-02,-9.052399050578728845e-01,1.975811827149372146e-02
1403636590513555456,5.584939493626620705e-02,-2.342088479460863459e-01,-8.687858728517974805e-02,4.218165172992129897e-01,-5.643341194580131503e-02,-9.047715276226376835e-01,1.657041197788588702e-02
1403636590563555584,5.857833908286194657e-02,-2.181821557290533342e-01,-8.499794636600438436e-02,4.230577926062502603e-01,-5.792276927577019729e-02,-9.041548892386505054e-01,1.307643607396426037e-02
1403636590613555456,6.144635650091086893e-02,-2.005853854822129967e-01,-8.325539953742089327e-02,4.243337551519557604e-01,-5.926034904248295848e-02,-9.035046705566970315e-01,1.041083821014045924e-02
1403636590663555584,6.394083495747884816e-02,-1.815296920386153812e-01,-8.205422544948876018e-02,4.249355215929436214e-01,-6.133340154057030646e-02,-9.031106162652199343e-01,7.696176521554291827e-03
1403636590713555456,6.622816310834153675e-02,-1.613198511560991477e-01,-8.133188614591883858e-02,4.245178541335879463e-01,-6.336053606961210283e-02,-9.031838745444141781e-01,5.377987888128408361e-03
1403636590763555584,6.816861349975519846e-02,-1.401744674641698107e-01,-8.151675796332646939e-02,4.229486172405818589e-01,-6.628849613742855695e-02,-9.037170815142352431e-01,3.967245078261723810e-03
1403636590813555456,6.961764214280588559e-02,-1.184983447177109239e-01,-8.236260065472883474e-02,4.204309800287990839e-01,-6.842050108472477743e-02,-9.047307323874910212e-01,4.327578645520943450e-03
1403636590863555584,7.084318721203836100e-02,-9.596092541124551234e-02,-8.380340488267959409e-02,4.176028148935119200e-01,-7.099974149139082202e-02,-9.058393718506415615e-01,4.685947759643918284e-03
1403636590913555456,7.181162946696367788e-02,-7.251932222310519816e-02,-8.517919975007925970e-02,4.151724127256229968e-01,-7.280059761857761436e-02,-9.068151617321633662e-01,4.266515045473754340e-03
1403636590963555584,7.287369296574966460e-02,-4.879610328898149191e-02,-8.631113018412867044e-02,4.139639701079642076e-01,-7.407792374055825746e-02,-9.072685336544454859e-01,3.178129521134544829e-03
1403636591013555456,7.326750709059978717e-02,-2.513731775169407781e-02,-8.794383529466062721e-02,4.140147944878526109e-01,-7.453667014843268213e-02,-9.072079665479426680e-01,3.120926194544502465e-03
